,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_break_ties,param_class_weight,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
47,0.0013010025024414063,0.0006006002497130721,0.0012011051177978516,0.0002452232804435336,10,True,balanced,auto,"{'C': 10, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 'auto'}",0.17271231992693936,0.17271231992693936,0.3582488604159193,0.25930372530182266,0.6436973255912795,0.32133491023258004,0.175103045750931,9,0.7717127791395061,0.7925552549853438,0.6828897027060737,0.711388400383672,0.7213169139109867,0.7359726102251164,0.04028876578091367
35,0.0011009693145751954,0.00020029552634761794,0.0010009288787841796,0.0003167326493663433,10,False,balanced,auto,"{'C': 10, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 'auto'}",0.17271231992693936,0.17271231992693936,0.3582488604159193,0.25930372530182266,0.6436973255912795,0.32133491023258004,0.175103045750931,9,0.7717127791395061,0.7925552549853438,0.6828897027060737,0.711388400383672,0.7213169139109867,0.7359726102251164,0.04028876578091367
80,0.002101707458496094,0.0013576015682961766,0.0010007381439208984,1.9073486328124998e-07,100,False,balanced,0.001,"{'C': 100, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.001}",0.026650089544451305,0.1875916198442167,0.3582488604159193,0.4716981132075472,0.6436973255912795,0.3375772017206828,0.2150798040109308,1,0.7443864376367487,0.7653393797427165,0.658487051789274,0.6569857939001107,0.6971924758347356,0.7044782277807171,0.04409205542601224
153,0.0010013103485107422,5.519789172549356e-07,0.0011008262634277343,0.00020036975408383692,1000,False,balanced,0.0001,"{'C': 1000, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.0001}",0.026650089544451305,0.1875916198442167,0.3582488604159193,0.4716981132075472,0.6436973255912795,0.3375772017206828,0.2150798040109308,1,0.7443864376367487,0.7653393797427165,0.658487051789274,0.6569857939001107,0.6971924758347356,0.7044782277807171,0.04409205542601224
31,0.0011011123657226562,0.00020022423501840918,0.0009008407592773438,0.00020020032931284353,10,False,balanced,0.01,"{'C': 10, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 0.01}",0.026650089544451305,0.1875916198442167,0.3582488604159193,0.4716981132075472,0.6436973255912795,0.3375772017206828,0.2150798040109308,1,0.7443864376367487,0.7653393797427165,0.658487051789274,0.6569857939001107,0.6971924758347356,0.7044782277807171,0.04409205542601224
92,0.0006006240844726562,0.00020000959468648293,0.0007006168365478515,0.0002450677007499157,100,True,balanced,0.001,"{'C': 100, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.001}",0.026650089544451305,0.1875916198442167,0.3582488604159193,0.4716981132075472,0.6436973255912795,0.3375772017206828,0.2150798040109308,1,0.7443864376367487,0.7653393797427165,0.658487051789274,0.6569857939001107,0.6971924758347356,0.7044782277807171,0.04409205542601224
165,0.001000833511352539,0.0003163559730174509,0.0010007381439208984,3.2340669551493016e-07,1000,True,balanced,0.0001,"{'C': 1000, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.0001}",0.026650089544451305,0.1875916198442167,0.3582488604159193,0.4716981132075472,0.6436973255912795,0.3375772017206828,0.2150798040109308,1,0.7443864376367487,0.7653393797427165,0.658487051789274,0.6569857939001107,0.6971924758347356,0.7044782277807171,0.04409205542601224
43,0.0009006977081298829,0.00037446998101107613,0.0012014389038085937,0.00024514542873849593,10,True,balanced,0.01,"{'C': 10, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 0.01}",0.026650089544451305,0.1875916198442167,0.3582488604159193,0.4716981132075472,0.6436973255912795,0.3375772017206828,0.2150798040109308,1,0.7443864376367487,0.7653393797427165,0.658487051789274,0.6569857939001107,0.6971924758347356,0.7044782277807171,0.04409205542601224
11,0.0008006095886230469,0.00040024519232965104,0.0010009765625,1.9073486328124998e-07,5,False,balanced,auto,"{'C': 5, 'break_ties': False, 'class_weight': 'balanced', 'gamma': 'auto'}",0.026650089544451305,0.1875916198442167,0.5862238120131773,0.16757831697804315,0.6436973255912795,0.32234823279423364,0.24594553228164057,7,0.7108984568703602,0.7653393797427165,0.666003967363952,0.6750212422367997,0.6537370603512961,0.6942000213130248,0.040347838362902885
23,0.0010009288787841796,3.814697265625e-07,0.0012010574340820313,0.00024497058729688333,5,True,balanced,auto,"{'C': 5, 'break_ties': True, 'class_weight': 'balanced', 'gamma': 'auto'}",0.026650089544451305,0.1875916198442167,0.5862238120131773,0.16757831697804315,0.6436973255912795,0.32234823279423364,0.24594553228164057,7,0.7108984568703602,0.7653393797427165,0.666003967363952,0.6750212422367997,0.65500210229786,0.6944530297023377,0.04009649830570846
